change_type,doc_id,meeting_date,fiscal_year,source_system,doc_type,meeting_type,title
added,destinyhosted__20260421_947/AGENDApacket_04-21-26_0520_946.pdf__agenda_packet,2026-04-21,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260413_970/AGENDApacket_04-13-26_1246_969.pdf__agenda_packet,2026-04-13,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260407_946/AGENDApacket_04-07-26_0501_945.pdf__agenda_packet,2026-04-07,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260327_965/AGENDApacket_03-27-26_0505_964.pdf__agenda_packet,2026-03-27,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__547675__minutes,2026-03-17,2026,laserfiche,minutes,regular,03-17-2026 Minutes
added,destinyhosted__20260317_945/AGENDApacket_03-17-26_0635_944.pdf__agenda_packet,2026-03-17,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__547235__minutes,2026-03-03,2026,laserfiche,minutes,regular,03-03-2026 Minutes
added,destinyhosted__20260303_944/AGENDApacket_03-03-26_0518_943.pdf__agenda_packet,2026-03-03,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260303_944/943_03-03-2026%20Minutes.pdf__minutes,2026-03-03,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__547150__minutes,2026-02-17,2026,laserfiche,minutes,regular,02-17-2026 Minutes
added,destinyhosted__20260217_942/AGENDApacket_02-17-26_0100_941.pdf__agenda_packet,2026-02-17,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260217_942/941_02-17-2026%20Minutes.pdf__minutes,2026-02-17,2026,destinyhosted,minutes,regular,Minutes for City Council Regular Meeting 02-17-2026 (02/17/2026)
added,laserfiche__547149__minutes,2026-02-09,2026,laserfiche,minutes,special,02-09-2026 Council Meeting Canvassing
added,destinyhosted__20260209_955/AGENDApacket_02-09-26_0238_954.pdf__agenda_packet,2026-02-09,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260209_955/954_02-09-2026%20Council%20Meeting%20Canvassing.pdf__minutes,2026-02-09,2026,destinyhosted,minutes,other,"Minutes for City Council Canvassing Meeting <br> February 9, 2026 (02/09/2026)"
added,laserfiche__547147__minutes,2026-02-06,2026,laserfiche,minutes,special,02-06-2026 Special Strategic Planning Meeting Minutes
added,destinyhosted__20260206_957/AGENDApacket_02-06-26_0530_956.pdf__agenda_packet,2026-02-06,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260206_957/956_02-06-2026%20Special%20Strategic%20Planning%20Meeting%20Minutes.pdf__minutes,2026-02-06,2026,destinyhosted,minutes,special,Minutes for Strategic Planning City Council <br> & Staff Meeting (02/06/2026)
added,laserfiche__546669__minutes,2026-02-03,2026,laserfiche,minutes,regular,02-03-2026 Minutes
added,destinyhosted__20260203_933/AGENDApacket_02-03-26_0449_932.pdf__agenda_packet,2026-02-03,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260203_933/932_02-03-2026%20Minutes.pdf__minutes,2026-02-03,2026,destinyhosted,minutes,regular,Minutes for City Council Regular Meeting 02-03-2026 (02/03/2026)
added,laserfiche__546566__minutes,2026-01-20,2026,laserfiche,minutes,regular,01-20-2026 Minutes
added,destinyhosted__20260120_910/AGENDApacket_01-20-26_0610_909.pdf__agenda_packet,2026-01-20,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260120_910/909_1-20-2026%20Minutes.pdf__minutes,2026-01-20,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__546331__minutes,2026-01-06,2026,laserfiche,minutes,regular,01-06-2026 Minutes
added,destinyhosted__20260106_900/AGENDApacket__01-06-26_0603_899.pdf__agenda_packet,2026-01-06,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20260106_900/899_1-06-2026%20Minutes.pdf__minutes,2026-01-06,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__546332__minutes,2025-12-30,2026,laserfiche,minutes,special,12-30-2025 Special Meeting
added,destinyhosted__20251219_929/AGENDApacket__12-30-25_0503_928.pdf__agenda_packet,2025-12-30,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251219_929/928_12-30-2025%20Special%20Meeting.pdf__minutes,2025-12-30,2026,destinyhosted,minutes,special,Minutes
added,laserfiche__546136__minutes,2025-12-16,2026,laserfiche,minutes,regular,12-16-2025 Minutes
added,destinyhosted__20251216_899/AGENDApacket__12-16-25_0507_898.pdf__agenda_packet,2025-12-16,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251216_899/898_12-16-2025%20Minutes.pdf__minutes,2025-12-16,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__545990__minutes,2025-12-02,2026,laserfiche,minutes,workshop,12-02-2025 Council Workshop Minutes
added,destinyhosted__20251202_898/AGENDApacket__12-02-25_0553_897.pdf__agenda_packet,2025-12-02,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251202_905/AGENDApacket__12-02-25_0605_904.pdf__agenda_packet,2025-12-02,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251202_898/897_12-02-2025%20Minutes%20(2).pdf__minutes,2025-12-02,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__545680__minutes,2025-11-18,2026,laserfiche,minutes,regular,11-18-2025 Minutes
added,destinyhosted__20251118_870/AGENDApacket__11-18-25_0642_869.pdf__agenda_packet,2025-11-18,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251118_870/869_11-18-2025%20Minutes.pdf__minutes,2025-11-18,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__545682__minutes,2025-11-17,2026,laserfiche,minutes,other,11-17-2025 Council Meeting Cavassing
added,destinyhosted__20251117_912/AGENDApacket__11-17-25_0620_911.pdf__agenda_packet,2025-11-17,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251117_912/911_11-17-2025%20Council%20Meeting%20Cavassing.pdf__minutes,2025-11-17,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__545681__minutes,2025-11-03,2026,laserfiche,minutes,special,11-03-2025 Special Meeting
added,destinyhosted__20251103_907/AGENDApacket__11-03-25_0515_906.pdf__agenda_packet,2025-11-03,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251103_907/906_11-03-2025%20Special%20Meeting.pdf__minutes,2025-11-03,2026,destinyhosted,minutes,special,Minutes
added,laserfiche__545545__minutes,2025-10-21,2026,laserfiche,minutes,regular,10-21-2025  Minutes
added,destinyhosted__20251021_869/AGENDApacket__10-21-25_0653_868.pdf__agenda_packet,2025-10-21,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251021_869/868_10-21-2025%20%20Minutes.pdf__minutes,2025-10-21,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__544879__minutes,2025-10-14,2026,laserfiche,minutes,regular,10-14-2025 Minutes
added,destinyhosted__20251014_868/AGENDApacket__10-14-25_0501_867.pdf__agenda_packet,2025-10-14,2026,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20251014_868/867_10-14-2025%20Minutes.pdf__minutes,2025-10-14,2026,destinyhosted,minutes,other,Minutes
added,laserfiche__544778__minutes,2025-09-23,2025,laserfiche,minutes,special,09-23-2025 Special Session Minutes
added,destinyhosted__20250923_892/AGENDApacket__09-23-25_0456_891.pdf__agenda_packet,2025-09-23,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__544777__minutes,2025-09-16,2025,laserfiche,minutes,workshop,09-16-2025 Council Workshop Minutes
added,laserfiche__544779__minutes,2025-09-16,2025,laserfiche,minutes,regular,09-16-2025 Minutes
added,destinyhosted__20250916_867/AGENDApacket__09-16-25_0711_866.pdf__agenda_packet,2025-09-16,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20250916_888/AGENDApacket__09-16-25_0644_887.pdf__agenda_packet,2025-09-16,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__543673__minutes,2025-09-02,2025,laserfiche,minutes,regular,09-02-2025 Minutes
added,destinyhosted__20250902_866/AGENDApacket__09-02-25_0429_865.pdf__agenda_packet,2025-09-02,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528989__minutes,2025-08-19,2025,laserfiche,minutes,regular,08-19-2025 Minutes
added,destinyhosted__20250819_865/AGENDApacket__08-19-25_0937_864.pdf__agenda_packet,2025-08-19,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528936__minutes,2025-08-05,2025,laserfiche,minutes,regular,08-05-2025 Minutes
added,destinyhosted__20250805_853/AGENDApacket__08-05-25_0509_852.pdf__agenda_packet,2025-08-05,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20250804_874/AGENDApacket__08-04-25_1235_873.pdf__agenda_packet,2025-08-04,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528935__minutes,2025-08-01,2025,laserfiche,minutes,regular,08-01-2025 Council Staff Budget Minutes
added,destinyhosted__20250801_801/AGENDApacket__08-01-25_0502_800.pdf__agenda_packet,2025-08-01,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528864__minutes,2025-07-15,2025,laserfiche,minutes,workshop,07-15-2025 Council Workshop Minutes
added,laserfiche__528863__minutes,2025-07-15,2025,laserfiche,minutes,regular,07-15-2025 Minutes
added,destinyhosted__20250715_848/AGENDApacket__07-15-25_0609_847.pdf__agenda_packet,2025-07-15,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20250715_863/AGENDApacket__07-15-25_0610_862.pdf__agenda_packet,2025-07-15,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528662__minutes,2025-07-01,2025,laserfiche,minutes,regular,07-01-2025 Minutes
added,destinyhosted__20250701_833/AGENDApacket__07-01-25_0408_832.pdf__agenda_packet,2025-07-01,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528421__minutes,2025-06-17,2025,laserfiche,minutes,regular,06-17-2025 Minutes
added,destinyhosted__20250617_832/AGENDApacket__06-17-25_0811_831.pdf__agenda_packet,2025-06-17,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528346__minutes,2025-06-03,2025,laserfiche,minutes,workshop,06-03-2025 Council Workshop Minutes
added,laserfiche__528335__minutes,2025-06-03,2025,laserfiche,minutes,regular,06-03-2025 Minutes
added,destinyhosted__20250603_831/AGENDApacket__06-03-25_0605_830.pdf__agenda_packet,2025-06-03,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20250528_852/AGENDApacket__06-03-25_0533_851.pdf__agenda_packet,2025-06-03,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528099__minutes,2025-05-20,2025,laserfiche,minutes,regular,05-20-2025 Minutes
added,destinyhosted__20250520_830/AGENDApacket__05-20-25_0826_829.pdf__agenda_packet,2025-05-20,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__528017__minutes,2025-05-06,2025,laserfiche,minutes,workshop,05-06-2025 Council Workshop Minutes
added,laserfiche__528016__minutes,2025-05-06,2025,laserfiche,minutes,regular,05-06-2025 Minutes
added,destinyhosted__20250506_816/AGENDApacket__05-06-25_0521_815.pdf__agenda_packet,2025-05-06,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20250506_839/AGENDApacket__05-06-25_0251_838.pdf__agenda_packet,2025-05-06,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__527580__minutes,2025-04-15,2025,laserfiche,minutes,regular,04-15-2025 Minutes
added,destinyhosted__20250415_815/AGENDApacket__04-15-25_0203_814.pdf__agenda_packet,2025-04-15,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__527030__minutes,2025-04-01,2025,laserfiche,minutes,regular,04-01-2025 Minutes
added,destinyhosted__20250401_807/AGENDApacket__04-01-25_0528_806.pdf__agenda_packet,2025-04-01,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__527579__minutes,2025-03-28,2025,laserfiche,minutes,other,03-28-2025 Staff Pre-Budget Meeting
added,laserfiche__526881__minutes,2025-03-18,2025,laserfiche,minutes,regular,03-18-2025 Minutes
added,destinyhosted__20250318_806/AGENDApacket__03-18-25_0330_805.pdf__agenda_packet,2025-03-18,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__526763__minutes,2025-03-04,2025,laserfiche,minutes,regular,03-04-2025 Minutes
added,destinyhosted__20250304_779/AGENDApacket__03-04-25_1216_778.pdf__agenda_packet,2025-03-04,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__526621__minutes,2025-02-18,2025,laserfiche,minutes,regular,02-18-2025 Minutes
added,destinyhosted__20250218_778/AGENDApacket__02-18-25_1017_777.pdf__agenda_packet,2025-02-18,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20250207_812/AGENDApacket__02-07-25_0346_811.pdf__agenda_packet,2025-02-07,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__526959__minutes,2025-02-04,2025,laserfiche,minutes,regular,02-04-2025 Minutes
added,destinyhosted__20250204_777/AGENDApacket__02-04-25_1203_776.pdf__agenda_packet,2025-02-04,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__526386__minutes,2025-01-28,2025,laserfiche,minutes,special,01-28-2025 Council Meeting Canvassing
added,destinyhosted__20250128_798/AGENDApacket__01-28-25_0505_797.pdf__agenda_packet,2025-01-28,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__543655__minutes,2025-01-21,2025,laserfiche,minutes,regular,01-21-2025 Minutes
added,destinyhosted__20250121_776/AGENDApacket__01-21-25_1234_775.pdf__agenda_packet,2025-01-21,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__526200__minutes,2025-01-07,2025,laserfiche,minutes,workshop,01-07-2025 Council Workshop Minutes
added,laserfiche__526201__minutes,2025-01-07,2025,laserfiche,minutes,regular,01-07-2025 Minutes
added,destinyhosted__20250107_775/AGENDApacket__01-07-25_1200_774.pdf__agenda_packet,2025-01-07,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20250107_787/AGENDApacket__01-07-25_1128_786.pdf__agenda_packet,2025-01-07,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__526100__minutes,2024-12-26,2025,laserfiche,minutes,special,12-26-2024 Council Meeting Canvassing
added,destinyhosted__20241226_786/AGENDApacket__12-26-24_0237_785.pdf__agenda_packet,2024-12-26,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__526099__minutes,2024-12-17,2025,laserfiche,minutes,regular,12-17-2024 Minutes
added,destinyhosted__20241217_781/AGENDApacket__12-17-24_0342_780.pdf__agenda_packet,2024-12-17,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__525989__minutes,2024-12-03,2025,laserfiche,minutes,regular,12-03-2024 Minutes
added,destinyhosted__20241203_763/AGENDApacket__12-03-24_0552_762.pdf__agenda_packet,2024-12-03,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__525942__minutes,2024-11-19,2025,laserfiche,minutes,regular,11-19-2024 Minutes
added,destinyhosted__20241119_741/AGENDApacket__11-19-24_0425_740.pdf__agenda_packet,2024-11-19,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__525941__minutes,2024-11-18,2025,laserfiche,minutes,special,11-18-2024 Special Session Minutes
added,destinyhosted__20241118_757/AGENDApacket__11-18-24_1105_756.pdf__agenda_packet,2024-11-18,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__525201__minutes,2024-11-12,2025,laserfiche,minutes,workshop,11-12-2024 Council Workshop Minutes
added,laserfiche__525202__minutes,2024-11-12,2025,laserfiche,minutes,regular,11-12-2024 Minutes
added,destinyhosted__20241112_740/AGENDApacket__11-12-24_0230_739.pdf__agenda_packet,2024-11-12,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20241112_762/AGENDApacket__11-12-24_0239_761.pdf__agenda_packet,2024-11-12,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__524650__minutes,2024-10-22,2025,laserfiche,minutes,regular,10-22-2024 Minutes
added,destinyhosted__20241022_724/AGENDApacket__10-22-24_0324_723.pdf__agenda_packet,2024-10-22,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__524164__minutes,2024-10-17,2025,laserfiche,minutes,regular,10-17-2024 Minutes
added,laserfiche__524243__minutes,2024-10-15,2025,laserfiche,minutes,workshop,10-15-2024 Council Workshop Minutes
added,destinyhosted__20241015_723/AGENDApacket__10-15-24_1244_722.pdf__agenda_packet,2024-10-15,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20241015_754/AGENDApacket__10-15-24_1212_753.pdf__agenda_packet,2024-10-15,2025,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__524034__minutes,2024-09-27,2024,laserfiche,minutes,regular,09-27-2024 Minutes
added,laserfiche__524165__minutes,2024-09-24,2024,laserfiche,minutes,special,09-24-2024 Minutes-Special Session
added,destinyhosted__20240924_742/AGENDApacket__09-24-24_0600_741.pdf__agenda_packet,2024-09-24,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__524032__minutes,2024-09-17,2024,laserfiche,minutes,regular,09-17-2024  Minutes
added,destinyhosted__20240917_722/AGENDApacket__09-17-24_0641_721.pdf__agenda_packet,2024-09-17,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__522828__minutes,2024-09-03,2024,laserfiche,minutes,regular,09-03-2024  Minutes
added,destinyhosted__20240903_714/AGENDApacket__09-03-24_1252_713.pdf__agenda_packet,2024-09-03,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__522560__minutes,2024-08-20,2024,laserfiche,minutes,regular,08-20-2024 Minutes
added,destinyhosted__20240820_701/AGENDApacket__08-20-24_1211_700.pdf__agenda_packet,2024-08-20,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__522340__minutes,2024-08-06,2024,laserfiche,minutes,regular,08-06-2024 Minutes
added,destinyhosted__20240806_700/AGENDApacket__08-06-24_0949_699.pdf__agenda_packet,2024-08-06,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240806_720/AGENDApacket__08-06-24_0524_719.pdf__agenda_packet,2024-08-06,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240802_711/AGENDApacket__08-02-24_0350_710.pdf__agenda_packet,2024-08-02,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__522071__minutes,2024-07-16,2024,laserfiche,minutes,regular,07-16-2024  Minutes
added,destinyhosted__20240716_699/AGENDApacket__07-16-24_0816_698.pdf__agenda_packet,2024-07-16,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__521488__minutes,2024-07-02,2024,laserfiche,minutes,regular,07-02-2024 Minutes
added,laserfiche__521124__minutes,2024-06-18,2024,laserfiche,minutes,regular,06-18-2024 Minutes
added,destinyhosted__20240618_671/AGENDApacket__06-18-24_0130_670.pdf__agenda_packet,2024-06-18,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240618_703/AGENDApacket__06-18-24_0143_702.pdf__agenda_packet,2024-06-18,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__520871__minutes,2024-06-04,2024,laserfiche,minutes,regular,06-04-2024 Minutes
added,laserfiche__520848__minutes,2024-05-21,2024,laserfiche,minutes,regular,05-21-2024 Minutes
added,laserfiche__520873__minutes,2024-05-07,2024,laserfiche,minutes,regular,05-07-2024 Minutes
added,destinyhosted__20240507_668/AGENDApacket__05-07-24_0109_667.pdf__agenda_packet,2024-05-07,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240507_678/AGENDApacket__05-07-24_0309_677.pdf__agenda_packet,2024-05-07,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__519780__minutes,2024-04-16,2024,laserfiche,minutes,regular,04-16-2024 Minutes
added,destinyhosted__20240416_667/AGENDApacket__04-16-24_0525_666.pdf__agenda_packet,2024-04-16,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__519298__minutes,2024-04-02,2024,laserfiche,minutes,regular,04-02-2024 Minutes
added,destinyhosted__20240402_657/AGENDApacket__04-02-24_0502_656.pdf__agenda_packet,2024-04-02,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240402_677/AGENDApacket__04-02-24_0512_676.pdf__agenda_packet,2024-04-02,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240326_672/AGENDApacket__03-26-24_0359_671.pdf__agenda_packet,2024-03-26,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240325_674/AGENDApacket__03-25-24_0542_673.pdf__agenda_packet,2024-03-25,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240322_675/AGENDApacket__03-22-24_0537_674.pdf__agenda_packet,2024-03-22,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__518783__minutes,2024-03-19,2024,laserfiche,minutes,regular,03-19-2024 Minutes
added,destinyhosted__20240319_662/AGENDApacket__03-19-24_0415_661.pdf__agenda_packet,2024-03-19,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__518784__minutes,2024-03-05,2024,laserfiche,minutes,regular,03-05-2024 Minutes
added,destinyhosted__20240305_645/AGENDApacket__03-05-24_0409_644.pdf__agenda_packet,2024-03-05,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240305_651/AGENDApacket__03-05-24_0530_650.pdf__agenda_packet,2024-03-05,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__517710__minutes,2024-02-20,2024,laserfiche,minutes,regular,02-20-2024 Minutes
added,destinyhosted__20240220_644/AGENDApacket__02-20-24_1252_643.pdf__agenda_packet,2024-02-20,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240220_638/AGENDApacket__02-20-24_0724_637.pdf__agenda_packet,2024-02-20,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__517234__minutes,2024-02-06,2024,laserfiche,minutes,regular,02-06-2024 Minutes
added,destinyhosted__20240206_627/AGENDApacket__02-06-24_1208_626.pdf__agenda_packet,2024-02-06,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240202_652/AGENDApacket__02-02-24_1021_651.pdf__agenda_packet,2024-02-02,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__516941__minutes,2024-01-16,2024,laserfiche,minutes,regular,01-16-2024 Minutes
added,destinyhosted__20240116_625/AGENDApacket__01-16-24_0310_624.pdf__agenda_packet,2024-01-16,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20240116_637/AGENDApacket__01-16-24_0318_636.pdf__agenda_packet,2024-01-16,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__516940__minutes,2024-01-09,2024,laserfiche,minutes,regular,01-09-2024 Minutes
added,destinyhosted__20240109_603/AGENDApacket__01-09-24_0722_602.pdf__agenda_packet,2024-01-09,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__515958__minutes,2023-12-19,2024,laserfiche,minutes,regular,12-19-2023 Minutes
added,destinyhosted__20231219_567/AGENDApacket__12-19-23_1118_566.pdf__agenda_packet,2023-12-19,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20231212_623/AGENDApacket__12-12-23_1022_622.pdf__agenda_packet,2023-12-12,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__515638__minutes,2023-12-05,2024,laserfiche,minutes,regular,12-05-2023 Minutes
added,destinyhosted__20231205_566/AGENDApacket__12-05-23_0416_565.pdf__agenda_packet,2023-12-05,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20231130_609/AGENDApacket__11-30-23_0533_608.pdf__agenda_packet,2023-11-30,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__524610__minutes,2023-11-20,2024,laserfiche,minutes,regular,11-20-2023 Minutes
added,destinyhosted__20231120_568/AGENDApacket__11-20-23_1014_567.pdf__agenda_packet,2023-11-20,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20231120_600/AGENDApacket__11-20-23_0938_599.pdf__agenda_packet,2023-11-20,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__516353__minutes,2023-11-14,2024,laserfiche,minutes,regular,11-14-2023 Minutes
added,destinyhosted__20231114_563/AGENDApacket__11-14-23_0223_562.pdf__agenda_packet,2023-11-14,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__514597__minutes,2023-10-17,2024,laserfiche,minutes,regular,10-17-2023 Minutes
added,destinyhosted__20231017_565/AGENDApacket__10-17-23_1030_564.pdf__agenda_packet,2023-10-17,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__513678__minutes,2023-10-10,2024,laserfiche,minutes,regular,10-10-2023 Minutes
added,destinyhosted__20231010_564/AGENDApacket__10-10-23_0432_563.pdf__agenda_packet,2023-10-10,2024,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__513531__minutes,2023-09-19,2023,laserfiche,minutes,regular,09-19-2023 Minutes
added,destinyhosted__20230919_546/AGENDApacket__09-19-23_0350_545.pdf__agenda_packet,2023-09-19,2023,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,laserfiche__513037__minutes,2023-09-05,2023,laserfiche,minutes,regular,09-05-2023 Minutes
added,destinyhosted__20230905_545/AGENDApacket__09-05-23_0707_544.pdf__agenda_packet,2023-09-05,2023,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
added,destinyhosted__20230822_569/AGENDApacket__08-22-23_0542_568.pdf__agenda_packet,2023-08-22,2023,destinyhosted,agenda_packet,other,DOWNLOAD PDF PACKET
